,Stazione,Data inizio,Data fine,Strumento,NO2 (Biossido di azoto),Unità di misura,F1,F2,F3,F4
41,DE AMICIS,04/01/2016 16.00.00,04/01/2016 17.00.00,API 200E,39.0,ug/m3,,1,1,1
42,DE AMICIS,04/01/2016 17.00.00,04/01/2016 18.00.00,API 200E,42.0,ug/m3,,1,1,1
43,DE AMICIS,04/01/2016 18.00.00,04/01/2016 19.00.00,API 200E,46.0,ug/m3,,1,1,1
44,DE AMICIS,04/01/2016 19.00.00,04/01/2016 20.00.00,API 200E,48.0,ug/m3,,1,1,1
45,DE AMICIS,04/01/2016 20.00.00,04/01/2016 21.00.00,API 200E,48.0,ug/m3,,1,1,1
46,DE AMICIS,04/01/2016 21.00.00,04/01/2016 22.00.00,API 200E,47.0,ug/m3,,1,1,1
47,DE AMICIS,04/01/2016 22.00.00,04/01/2016 23.00.00,API 200E,42.0,ug/m3,,1,1,1
48,DE AMICIS,04/01/2016 23.00.00,05/01/2016,API 200E,45.0,ug/m3,,1,1,1
49,DE AMICIS,05/01/2016,05/01/2016 1.00.00,API 200E,44.0,ug/m3,,1,1,1
50,DE AMICIS,05/01/2016 1.00.00,05/01/2016 2.00.00,API 200E,42.0,ug/m3,,1,1,1
51,DE AMICIS,05/01/2016 2.00.00,05/01/2016 3.00.00,API 200E,36.0,ug/m3,,1,1,1
52,DE AMICIS,05/01/2016 3.00.00,05/01/2016 4.00.00,API 200E,36.0,ug/m3,,1,1,1
53,DE AMICIS,05/01/2016 4.00.00,05/01/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
54,DE AMICIS,05/01/2016 5.00.00,05/01/2016 6.00.00,API 200E,36.0,ug/m3,,1,1,1
55,DE AMICIS,05/01/2016 6.00.00,05/01/2016 7.00.00,API 200E,38.0,ug/m3,,1,1,1
56,DE AMICIS,05/01/2016 7.00.00,05/01/2016 8.00.00,API 200E,36.0,ug/m3,,1,1,1
57,DE AMICIS,05/01/2016 8.00.00,05/01/2016 9.00.00,API 200E,38.0,ug/m3,,1,1,1
58,DE AMICIS,05/01/2016 9.00.00,05/01/2016 10.00.00,API 200E,37.0,ug/m3,,1,1,1
59,DE AMICIS,05/01/2016 10.00.00,05/01/2016 11.00.00,API 200E,36.0,ug/m3,,1,1,1
60,DE AMICIS,05/01/2016 11.00.00,05/01/2016 12.00.00,API 200E,36.0,ug/m3,,1,1,1
61,DE AMICIS,05/01/2016 12.00.00,05/01/2016 13.00.00,API 200E,35.0,ug/m3,,1,1,1
62,DE AMICIS,05/01/2016 13.00.00,05/01/2016 14.00.00,API 200E,31.0,ug/m3,,1,1,1
63,DE AMICIS,05/01/2016 14.00.00,05/01/2016 15.00.00,API 200E,30.0,ug/m3,,1,1,1
64,DE AMICIS,05/01/2016 15.00.00,05/01/2016 16.00.00,API 200E,33.0,ug/m3,,1,1,1
65,DE AMICIS,05/01/2016 16.00.00,05/01/2016 17.00.00,API 200E,36.0,ug/m3,,1,1,1
66,DE AMICIS,05/01/2016 17.00.00,05/01/2016 18.00.00,API 200E,38.0,ug/m3,,1,1,1
67,DE AMICIS,05/01/2016 18.00.00,05/01/2016 19.00.00,API 200E,35.0,ug/m3,,1,1,1
68,DE AMICIS,05/01/2016 19.00.00,05/01/2016 20.00.00,API 200E,36.0,ug/m3,,1,1,1
69,DE AMICIS,05/01/2016 20.00.00,05/01/2016 21.00.00,API 200E,38.0,ug/m3,,1,1,1
70,DE AMICIS,05/01/2016 21.00.00,05/01/2016 22.00.00,API 200E,36.0,ug/m3,,1,1,1
71,DE AMICIS,05/01/2016 22.00.00,05/01/2016 23.00.00,API 200E,37.0,ug/m3,,1,1,1
72,DE AMICIS,05/01/2016 23.00.00,06/01/2016,API 200E,37.0,ug/m3,,1,1,1
73,DE AMICIS,06/01/2016,06/01/2016 1.00.00,API 200E,31.0,ug/m3,,1,1,1
74,DE AMICIS,06/01/2016 1.00.00,06/01/2016 2.00.00,API 200E,29.0,ug/m3,,1,1,1
75,DE AMICIS,06/01/2016 2.00.00,06/01/2016 3.00.00,API 200E,29.0,ug/m3,,1,1,1
76,DE AMICIS,06/01/2016 3.00.00,06/01/2016 4.00.00,API 200E,30.0,ug/m3,,1,1,1
77,DE AMICIS,06/01/2016 4.00.00,06/01/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
78,DE AMICIS,06/01/2016 5.00.00,06/01/2016 6.00.00,API 200E,29.0,ug/m3,,1,1,1
79,DE AMICIS,06/01/2016 6.00.00,06/01/2016 7.00.00,API 200E,32.0,ug/m3,,1,1,1
80,DE AMICIS,06/01/2016 7.00.00,06/01/2016 8.00.00,API 200E,33.0,ug/m3,,1,1,1
81,DE AMICIS,06/01/2016 8.00.00,06/01/2016 9.00.00,API 200E,27.0,ug/m3,,1,1,1
82,DE AMICIS,06/01/2016 9.00.00,06/01/2016 10.00.00,API 200E,25.0,ug/m3,,1,1,1
83,DE AMICIS,06/01/2016 10.00.00,06/01/2016 11.00.00,API 200E,25.0,ug/m3,,1,1,1
84,DE AMICIS,06/01/2016 11.00.00,06/01/2016 12.00.00,API 200E,27.0,ug/m3,,1,1,1
85,DE AMICIS,06/01/2016 12.00.00,06/01/2016 13.00.00,API 200E,28.0,ug/m3,,1,1,1
86,DE AMICIS,06/01/2016 13.00.00,06/01/2016 14.00.00,API 200E,24.0,ug/m3,,1,1,1
87,DE AMICIS,06/01/2016 14.00.00,06/01/2016 15.00.00,API 200E,22.0,ug/m3,,1,1,1
88,DE AMICIS,06/01/2016 15.00.00,06/01/2016 16.00.00,API 200E,26.0,ug/m3,,1,1,1
89,DE AMICIS,06/01/2016 16.00.00,06/01/2016 17.00.00,API 200E,36.0,ug/m3,,1,1,1
90,DE AMICIS,06/01/2016 17.00.00,06/01/2016 18.00.00,API 200E,43.0,ug/m3,,1,1,1
91,DE AMICIS,06/01/2016 18.00.00,06/01/2016 19.00.00,API 200E,44.0,ug/m3,,1,1,1
92,DE AMICIS,06/01/2016 19.00.00,06/01/2016 20.00.00,API 200E,34.0,ug/m3,,1,1,1
93,DE AMICIS,06/01/2016 20.00.00,06/01/2016 21.00.00,API 200E,26.0,ug/m3,,1,1,1
94,DE AMICIS,06/01/2016 21.00.00,06/01/2016 22.00.00,API 200E,23.0,ug/m3,,1,1,1
95,DE AMICIS,06/01/2016 22.00.00,06/01/2016 23.00.00,API 200E,20.0,ug/m3,,1,1,1
96,DE AMICIS,06/01/2016 23.00.00,07/01/2016,API 200E,23.0,ug/m3,,1,1,1
97,DE AMICIS,07/01/2016,07/01/2016 1.00.00,API 200E,29.0,ug/m3,,1,1,1
98,DE AMICIS,07/01/2016 1.00.00,07/01/2016 2.00.00,API 200E,26.0,ug/m3,,1,1,1
99,DE AMICIS,07/01/2016 2.00.00,07/01/2016 3.00.00,API 200E,21.0,ug/m3,,1,1,1
100,DE AMICIS,07/01/2016 3.00.00,07/01/2016 4.00.00,API 200E,15.0,ug/m3,,1,1,1
101,DE AMICIS,07/01/2016 4.00.00,07/01/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
102,DE AMICIS,07/01/2016 5.00.00,07/01/2016 6.00.00,API 200E,,ug/m3,,-1,-1,-1
103,DE AMICIS,07/01/2016 6.00.00,07/01/2016 7.00.00,API 200E,,ug/m3,,-1,-1,-1
104,DE AMICIS,07/01/2016 7.00.00,07/01/2016 8.00.00,API 200E,,ug/m3,,-1,-1,-1
105,DE AMICIS,07/01/2016 8.00.00,07/01/2016 9.00.00,API 200E,,ug/m3,,-1,-1,-1
106,DE AMICIS,07/01/2016 9.00.00,07/01/2016 10.00.00,API 200E,,ug/m3,,-1,-1,-1
107,DE AMICIS,07/01/2016 10.00.00,07/01/2016 11.00.00,API 200E,,ug/m3,,-1,-1,-1
108,DE AMICIS,07/01/2016 11.00.00,07/01/2016 12.00.00,API 200E,,ug/m3,,-1,-1,-1
109,DE AMICIS,07/01/2016 12.00.00,07/01/2016 13.00.00,API 200E,,ug/m3,,-1,-1,-1
110,DE AMICIS,07/01/2016 13.00.00,07/01/2016 14.00.00,API 200E,,ug/m3,,-1,-1,-1
111,DE AMICIS,07/01/2016 14.00.00,07/01/2016 15.00.00,API 200E,,ug/m3,,-1,-1,-1
112,DE AMICIS,07/01/2016 15.00.00,07/01/2016 16.00.00,API 200E,,ug/m3,,-1,-1,-1
113,DE AMICIS,07/01/2016 16.00.00,07/01/2016 17.00.00,API 200E,,ug/m3,,-1,-1,-1
114,DE AMICIS,07/01/2016 17.00.00,07/01/2016 18.00.00,API 200E,,ug/m3,,-1,-1,-1
115,DE AMICIS,07/01/2016 18.00.00,07/01/2016 19.00.00,API 200E,,ug/m3,,-1,-1,-1
116,DE AMICIS,07/01/2016 19.00.00,07/01/2016 20.00.00,API 200E,,ug/m3,,-1,-1,-1
117,DE AMICIS,07/01/2016 20.00.00,07/01/2016 21.00.00,API 200E,,ug/m3,,-1,-1,-1
118,DE AMICIS,07/01/2016 21.00.00,07/01/2016 22.00.00,API 200E,,ug/m3,,-1,-1,-1
119,DE AMICIS,07/01/2016 22.00.00,07/01/2016 23.00.00,API 200E,,ug/m3,,-1,-1,-1
120,DE AMICIS,07/01/2016 23.00.00,08/01/2016,API 200E,,ug/m3,,-1,-1,-1
121,DE AMICIS,08/01/2016,08/01/2016 1.00.00,API 200E,,ug/m3,,-1,-1,-1
122,DE AMICIS,08/01/2016 1.00.00,08/01/2016 2.00.00,API 200E,,ug/m3,,-1,-1,-1
123,DE AMICIS,08/01/2016 2.00.00,08/01/2016 3.00.00,API 200E,,ug/m3,,-1,-1,-1
124,DE AMICIS,08/01/2016 3.00.00,08/01/2016 4.00.00,API 200E,,ug/m3,,-1,-1,-1
125,DE AMICIS,08/01/2016 4.00.00,08/01/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
126,DE AMICIS,08/01/2016 5.00.00,08/01/2016 6.00.00,API 200E,,ug/m3,,-1,-1,-1
127,DE AMICIS,08/01/2016 6.00.00,08/01/2016 7.00.00,API 200E,,ug/m3,,-1,-1,-1
128,DE AMICIS,08/01/2016 7.00.00,08/01/2016 8.00.00,API 200E,,ug/m3,,-1,-1,-1
129,DE AMICIS,08/01/2016 8.00.00,08/01/2016 9.00.00,API 200E,,ug/m3,,-1,-1,-1
130,DE AMICIS,08/01/2016 9.00.00,08/01/2016 10.00.00,API 200E,,ug/m3,,-1,-1,-1
131,DE AMICIS,08/01/2016 10.00.00,08/01/2016 11.00.00,API 200E,,ug/m3,,-1,-1,-1
132,DE AMICIS,08/01/2016 11.00.00,08/01/2016 12.00.00,API 200E,,ug/m3,,-1,-1,-1
133,DE AMICIS,08/01/2016 12.00.00,08/01/2016 13.00.00,API 200E,,ug/m3,,-1,-1,-1
134,DE AMICIS,08/01/2016 13.00.00,08/01/2016 14.00.00,API 200E,,ug/m3,,-1,-1,-1
135,DE AMICIS,08/01/2016 14.00.00,08/01/2016 15.00.00,API 200E,,ug/m3,,-1,-1,-1
136,DE AMICIS,08/01/2016 15.00.00,08/01/2016 16.00.00,API 200E,,ug/m3,,-1,-1,-1
137,DE AMICIS,08/01/2016 16.00.00,08/01/2016 17.00.00,API 200E,,ug/m3,,-1,-1,-1
138,DE AMICIS,08/01/2016 17.00.00,08/01/2016 18.00.00,API 200E,,ug/m3,,-1,-1,-1
139,DE AMICIS,08/01/2016 18.00.00,08/01/2016 19.00.00,API 200E,,ug/m3,,-1,-1,-1
140,DE AMICIS,08/01/2016 19.00.00,08/01/2016 20.00.00,API 200E,,ug/m3,,-1,-1,-1
141,DE AMICIS,08/01/2016 20.00.00,08/01/2016 21.00.00,API 200E,,ug/m3,,-1,-1,-1
142,DE AMICIS,08/01/2016 21.00.00,08/01/2016 22.00.00,API 200E,,ug/m3,,-1,-1,-1
143,DE AMICIS,08/01/2016 22.00.00,08/01/2016 23.00.00,API 200E,,ug/m3,,-1,-1,-1
144,DE AMICIS,08/01/2016 23.00.00,09/01/2016,API 200E,,ug/m3,,-1,-1,-1
145,DE AMICIS,09/01/2016,09/01/2016 1.00.00,API 200E,,ug/m3,,-1,-1,-1
146,DE AMICIS,09/01/2016 1.00.00,09/01/2016 2.00.00,API 200E,,ug/m3,,-1,-1,-1
147,DE AMICIS,09/01/2016 2.00.00,09/01/2016 3.00.00,API 200E,,ug/m3,,-1,-1,-1
148,DE AMICIS,09/01/2016 3.00.00,09/01/2016 4.00.00,API 200E,,ug/m3,,-1,-1,-1
149,DE AMICIS,09/01/2016 4.00.00,09/01/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
150,DE AMICIS,09/01/2016 5.00.00,09/01/2016 6.00.00,API 200E,,ug/m3,,-1,-1,-1
151,DE AMICIS,09/01/2016 6.00.00,09/01/2016 7.00.00,API 200E,,ug/m3,,-1,-1,-1
152,DE AMICIS,09/01/2016 7.00.00,09/01/2016 8.00.00,API 200E,,ug/m3,,-1,-1,-1
153,DE AMICIS,09/01/2016 8.00.00,09/01/2016 9.00.00,API 200E,,ug/m3,,-1,-1,-1
154,DE AMICIS,09/01/2016 9.00.00,09/01/2016 10.00.00,API 200E,,ug/m3,,-1,-1,-1
155,DE AMICIS,09/01/2016 10.00.00,09/01/2016 11.00.00,API 200E,,ug/m3,,-1,-1,-1
156,DE AMICIS,09/01/2016 11.00.00,09/01/2016 12.00.00,API 200E,,ug/m3,,-1,-1,-1
157,DE AMICIS,09/01/2016 12.00.00,09/01/2016 13.00.00,API 200E,,ug/m3,,-1,-1,-1
158,DE AMICIS,09/01/2016 13.00.00,09/01/2016 14.00.00,API 200E,,ug/m3,,-1,-1,-1
159,DE AMICIS,09/01/2016 14.00.00,09/01/2016 15.00.00,API 200E,,ug/m3,,-1,-1,-1
160,DE AMICIS,09/01/2016 15.00.00,09/01/2016 16.00.00,API 200E,,ug/m3,,-1,-1,-1
161,DE AMICIS,09/01/2016 16.00.00,09/01/2016 17.00.00,API 200E,,ug/m3,,-1,-1,-1
162,DE AMICIS,09/01/2016 17.00.00,09/01/2016 18.00.00,API 200E,,ug/m3,,-1,-1,-1
163,DE AMICIS,09/01/2016 18.00.00,09/01/2016 19.00.00,API 200E,,ug/m3,,-1,-1,-1
164,DE AMICIS,09/01/2016 19.00.00,09/01/2016 20.00.00,API 200E,,ug/m3,,-1,-1,-1
165,DE AMICIS,09/01/2016 20.00.00,09/01/2016 21.00.00,API 200E,,ug/m3,,-1,-1,-1
166,DE AMICIS,09/01/2016 21.00.00,09/01/2016 22.00.00,API 200E,,ug/m3,,-1,-1,-1
167,DE AMICIS,09/01/2016 22.00.00,09/01/2016 23.00.00,API 200E,,ug/m3,,-1,-1,-1
168,DE AMICIS,09/01/2016 23.00.00,10/01/2016,API 200E,,ug/m3,,-1,-1,-1
169,DE AMICIS,10/01/2016,10/01/2016 1.00.00,API 200E,,ug/m3,,-1,-1,-1
170,DE AMICIS,10/01/2016 1.00.00,10/01/2016 2.00.00,API 200E,,ug/m3,,-1,-1,-1
171,DE AMICIS,10/01/2016 2.00.00,10/01/2016 3.00.00,API 200E,,ug/m3,,-1,-1,-1
172,DE AMICIS,10/01/2016 3.00.00,10/01/2016 4.00.00,API 200E,,ug/m3,,-1,-1,-1
173,DE AMICIS,10/01/2016 4.00.00,10/01/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
174,DE AMICIS,10/01/2016 5.00.00,10/01/2016 6.00.00,API 200E,,ug/m3,,-1,-1,-1
175,DE AMICIS,10/01/2016 6.00.00,10/01/2016 7.00.00,API 200E,,ug/m3,,-1,-1,-1
176,DE AMICIS,10/01/2016 7.00.00,10/01/2016 8.00.00,API 200E,,ug/m3,,-1,-1,-1
177,DE AMICIS,10/01/2016 8.00.00,10/01/2016 9.00.00,API 200E,,ug/m3,,-1,-1,-1
178,DE AMICIS,10/01/2016 9.00.00,10/01/2016 10.00.00,API 200E,,ug/m3,,-1,-1,-1
179,DE AMICIS,10/01/2016 10.00.00,10/01/2016 11.00.00,API 200E,,ug/m3,,-1,-1,-1
180,DE AMICIS,10/01/2016 11.00.00,10/01/2016 12.00.00,API 200E,,ug/m3,,-1,-1,-1
181,DE AMICIS,10/01/2016 12.00.00,10/01/2016 13.00.00,API 200E,,ug/m3,,-1,-1,-1
182,DE AMICIS,10/01/2016 13.00.00,10/01/2016 14.00.00,API 200E,,ug/m3,,-1,-1,-1
183,DE AMICIS,10/01/2016 14.00.00,10/01/2016 15.00.00,API 200E,,ug/m3,,-1,-1,-1
184,DE AMICIS,10/01/2016 15.00.00,10/01/2016 16.00.00,API 200E,,ug/m3,,-1,-1,-1
185,DE AMICIS,10/01/2016 16.00.00,10/01/2016 17.00.00,API 200E,,ug/m3,,-1,-1,-1
186,DE AMICIS,10/01/2016 17.00.00,10/01/2016 18.00.00,API 200E,,ug/m3,,-1,-1,-1
187,DE AMICIS,10/01/2016 18.00.00,10/01/2016 19.00.00,API 200E,,ug/m3,,-1,-1,-1
188,DE AMICIS,10/01/2016 19.00.00,10/01/2016 20.00.00,API 200E,,ug/m3,,-1,-1,-1
189,DE AMICIS,10/01/2016 20.00.00,10/01/2016 21.00.00,API 200E,,ug/m3,,-1,-1,-1
190,DE AMICIS,10/01/2016 21.00.00,10/01/2016 22.00.00,API 200E,,ug/m3,,-1,-1,-1
191,DE AMICIS,10/01/2016 22.00.00,10/01/2016 23.00.00,API 200E,,ug/m3,,-1,-1,-1
192,DE AMICIS,10/01/2016 23.00.00,11/01/2016,API 200E,,ug/m3,,-1,-1,-1
193,DE AMICIS,11/01/2016,11/01/2016 1.00.00,API 200E,,ug/m3,,-1,-1,-1
194,DE AMICIS,11/01/2016 1.00.00,11/01/2016 2.00.00,API 200E,,ug/m3,,-1,-1,-1
195,DE AMICIS,11/01/2016 2.00.00,11/01/2016 3.00.00,API 200E,,ug/m3,,-1,-1,-1
196,DE AMICIS,11/01/2016 3.00.00,11/01/2016 4.00.00,API 200E,,ug/m3,,-1,-1,-1
197,DE AMICIS,11/01/2016 4.00.00,11/01/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
198,DE AMICIS,11/01/2016 5.00.00,11/01/2016 6.00.00,API 200E,,ug/m3,,-1,-1,-1
199,DE AMICIS,11/01/2016 6.00.00,11/01/2016 7.00.00,API 200E,,ug/m3,,-1,-1,-1
200,DE AMICIS,11/01/2016 7.00.00,11/01/2016 8.00.00,API 200E,,ug/m3,,-1,-1,-1
201,DE AMICIS,11/01/2016 8.00.00,11/01/2016 9.00.00,API 200E,,ug/m3,,-1,-1,-1
202,DE AMICIS,11/01/2016 9.00.00,11/01/2016 10.00.00,API 200E,,ug/m3,,-1,-1,-1
203,DE AMICIS,11/01/2016 10.00.00,11/01/2016 11.00.00,API 200E,,ug/m3,,-1,-1,-1
204,DE AMICIS,11/01/2016 11.00.00,11/01/2016 12.00.00,API 200E,,ug/m3,,-1,-1,-1
205,DE AMICIS,11/01/2016 12.00.00,11/01/2016 13.00.00,API 200E,,ug/m3,,-1,-1,-1
206,DE AMICIS,11/01/2016 13.00.00,11/01/2016 14.00.00,API 200E,,ug/m3,,-1,-1,-1
207,DE AMICIS,11/01/2016 14.00.00,11/01/2016 15.00.00,API 200E,,ug/m3,,-1,-1,-1
208,DE AMICIS,11/01/2016 15.00.00,11/01/2016 16.00.00,API 200E,,ug/m3,,-1,-1,-1
209,DE AMICIS,11/01/2016 16.00.00,11/01/2016 17.00.00,API 200E,7.0,ug/m3,,1,1,1
210,DE AMICIS,11/01/2016 17.00.00,11/01/2016 18.00.00,API 200E,7.0,ug/m3,,1,1,1
211,DE AMICIS,11/01/2016 18.00.00,11/01/2016 19.00.00,API 200E,5.0,ug/m3,,1,1,1
212,DE AMICIS,11/01/2016 19.00.00,11/01/2016 20.00.00,API 200E,5.0,ug/m3,,1,1,1
213,DE AMICIS,11/01/2016 20.00.00,11/01/2016 21.00.00,API 200E,6.0,ug/m3,,1,1,1
214,DE AMICIS,11/01/2016 21.00.00,11/01/2016 22.00.00,API 200E,3.0,ug/m3,,1,1,1
215,DE AMICIS,11/01/2016 22.00.00,11/01/2016 23.00.00,API 200E,1.0,ug/m3,,1,1,1
216,DE AMICIS,11/01/2016 23.00.00,12/01/2016,API 200E,2.0,ug/m3,,1,1,1
217,DE AMICIS,12/01/2016,12/01/2016 1.00.00,API 200E,14.0,ug/m3,,1,1,1
218,DE AMICIS,12/01/2016 1.00.00,12/01/2016 2.00.00,API 200E,2.0,ug/m3,,1,1,1
219,DE AMICIS,12/01/2016 2.00.00,12/01/2016 3.00.00,API 200E,1.0,ug/m3,,1,1,1
220,DE AMICIS,12/01/2016 3.00.00,12/01/2016 4.00.00,API 200E,0.0,ug/m3,,1,1,1
221,DE AMICIS,12/01/2016 4.00.00,12/01/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
222,DE AMICIS,12/01/2016 5.00.00,12/01/2016 6.00.00,API 200E,1.0,ug/m3,,1,1,1
223,DE AMICIS,12/01/2016 6.00.00,12/01/2016 7.00.00,API 200E,4.0,ug/m3,,1,1,1
224,DE AMICIS,12/01/2016 7.00.00,12/01/2016 8.00.00,API 200E,7.0,ug/m3,,1,1,1
225,DE AMICIS,12/01/2016 8.00.00,12/01/2016 9.00.00,API 200E,9.0,ug/m3,,1,1,1
226,DE AMICIS,12/01/2016 9.00.00,12/01/2016 10.00.00,API 200E,6.0,ug/m3,,1,1,1
227,DE AMICIS,12/01/2016 10.00.00,12/01/2016 11.00.00,API 200E,6.0,ug/m3,,1,1,1
228,DE AMICIS,12/01/2016 11.00.00,12/01/2016 12.00.00,API 200E,5.0,ug/m3,,1,1,1
229,DE AMICIS,12/01/2016 12.00.00,12/01/2016 13.00.00,API 200E,5.0,ug/m3,,1,1,1
230,DE AMICIS,12/01/2016 13.00.00,12/01/2016 14.00.00,API 200E,4.0,ug/m3,,1,1,1
231,DE AMICIS,12/01/2016 14.00.00,12/01/2016 15.00.00,API 200E,4.0,ug/m3,,1,1,1
232,DE AMICIS,12/01/2016 15.00.00,12/01/2016 16.00.00,API 200E,5.0,ug/m3,,1,1,1
233,DE AMICIS,12/01/2016 16.00.00,12/01/2016 17.00.00,API 200E,8.0,ug/m3,,1,1,1
234,DE AMICIS,12/01/2016 17.00.00,12/01/2016 18.00.00,API 200E,10.0,ug/m3,,1,1,1
235,DE AMICIS,12/01/2016 18.00.00,12/01/2016 19.00.00,API 200E,10.0,ug/m3,,1,1,1
236,DE AMICIS,12/01/2016 19.00.00,12/01/2016 20.00.00,API 200E,9.0,ug/m3,,1,1,1
237,DE AMICIS,12/01/2016 20.00.00,12/01/2016 21.00.00,API 200E,6.0,ug/m3,,1,1,1
238,DE AMICIS,12/01/2016 21.00.00,12/01/2016 22.00.00,API 200E,5.0,ug/m3,,1,1,1
239,DE AMICIS,12/01/2016 22.00.00,12/01/2016 23.00.00,API 200E,4.0,ug/m3,,1,1,1
240,DE AMICIS,12/01/2016 23.00.00,13/01/2016,API 200E,3.0,ug/m3,,1,1,1
